kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;source;confidence_score;manual_check;data_source;master_id
Kesultanan Banten;Abul Nashar Muhammad Ishaq Zainulmutaqin;;;;;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;;;;;;http://www.wikidata.org/entity/Q12470635;llm_imputed;0.0;False;Wikipedia Scrape;Abul Nashar Muhammad Ishaq Zainulmutaqin
Kesultanan Banten;Muhammad bin Muhammad Muhyiddin Zainussalihin;;Sultan Muhammad Muhyiddin Zainussalihin;Ratu Aisiyah;Ratu Putri Fatimah binti Pangeran Ahmad bin Sultan Aliyuddin I;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;;;;;;http://www.wikidata.org/entity/Q12499401;llm_imputed;0.8;False;Wikipedia Scrape;Muhammad bin Muhammad Muhyiddin Zainussalihin
Kesultanan Banten;Abul Mafakhir Muhammad Aliuddin;;Sultan Muhammad Arifin Zainul Asyiqin;Ratu Sultan Gusti;;Abu al-Nashar Muhammad Ishaq Zainulmutaqin, Abu al-Mafakhir Muhammad Aqiluddin, Pangeran Darma, Pangeran Muhammad Abbas, Pangeran Musa, Pangeran Yali, Pangeran Ahmad;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;1752-07-02T00:00:00Z;;;;;http://www.wikidata.org/entity/Q16162786;llm_imputed;0.9;False;Wikipedia Scrape;Abul Mafakhir Muhammad Aliuddin
Kerajaan Mataram;Makutawangsawardhana;;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12496257;wikidata;1.0;False;;Makutawangsawardhana
Kerajaan Sunda;Sri Baduga Maharaja;;;;;Pangeran Walangsungsang;;;;;;;;;;;;;http://www.wikidata.org/entity/Q4201860;wikidata;1.0;False;;Sri Baduga Maharaja
Kerajaan Mataram;Lokapala;;;;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q28152207;wikidata;1.0;False;;Lokapala
Kesultanan Aceh;Pocut Baren;;Teuku Cut Anmat Tungkop;;Keujruen;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1880-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q12505900;llm_imputed;0.8;False;Wikipedia Scrape;Pocut Baren
Kesultanan Aceh;Syarif Saif al-Alam;;Tuanku Sayyid Husein;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;;;;http://www.wikidata.org/entity/Q17379942;llm_imputed;0.9;False;Wikipedia Scrape;Syarif Saif al-Alam
Kesultanan Aceh;Sultan Muhammad Syah;;Alauddin Jauhar ul-Alam Syah;Isteri kedua Alauddin Jauhar al-Alam;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1802-01-01T00:00:00Z;;Abdul Muhammad, Tuanku Ibrahim;;;http://www.wikidata.org/entity/Q17423403;llm_imputed;0.8;False;Wikipedia Scrape;Sultan Muhammad Syah
Kesultanan Aceh;Sultan Mansur Syah;;Sultan Alauddin Jauhar al-Alam;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;Alauddin Muhammad Daud Syah I;;;http://www.wikidata.org/entity/Q18204955;llm_imputed;0.8;False;Wikipedia Scrape;Sultan Mansur Syah
Kesultanan Aceh;Sultan Sulaiman Syah;;Badruddin Johan Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;;;;http://www.wikidata.org/entity/Q18211066;llm_imputed;0.5;False;Wikipedia Scrape;Sultan Sulaiman Syah
Kesultanan Banjar;Khatib Dayan;;;;Saudara perempuan Sultan Suriansyah, Putri Sunan Gunung Jati;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;;;;;http://www.wikidata.org/entity/Q19746042;llm_imputed;0.7;False;Wikipedia Scrape;Khatib Dayan
Kesultanan Banten;Wasi Zainulalimin;;Abu al-Mahasin;;;;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;;;Syifa Zainularifin;;;http://www.wikidata.org/entity/Q57820832;wikidata;1.0;False;;Wasi Zainulalimin
Kesultanan Banjar;Patih Masih;;;;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;;;;;http://www.wikidata.org/entity/Q25702210;wikidata;1.0;False;;Patih Masih
kerajaanLabel;orangLabel;ayahLabel;ibuLabel;pasanganLabel;;;;;;;;;;;;;;;;original;1.0;False;;orangLabel
Kesultanan Aceh;Safiatuddin dari Aceh;Iskandar Muda dari Aceh;Iskandar Muda dari Aceh;Iskandar Tsani dari Aceh;Iskandar Tsani dari Aceh;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1612-01-01T00:00:00Z;1675-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7676752;wikidata;1.0;False;;Safiatuddin dari Aceh
Kesultanan Aceh;Alauddin al-Qahhar dari Aceh;Ali Mughayat Syah dari Aceh;Ali Mughayat Syah dari Aceh;;;Husain Ali Riayat Syah dari Aceh, Sri Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1571-09-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q4708856;wikidata;1.0;False;;Alauddin al-Qahhar dari Aceh
Kesultanan Banten;Abu an-Nasr;Tirtayasa dari Banten;Tirtayasa dari Banten;;;Abu al-Fadhl, Abu al-Mahasin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;http://www.wikidata.org/.well-known/genid/6c5c08311c650a4ac701bda3e78fda32;1687-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4670294;wikidata;1.0;False;;Abu an-Nasr
Kesultanan Aceh;Cut Nya’ Dhien;Teuku Nanta Seutia;;Teuku Ibrahim Lam Nga;;;;;;;;;;;;;;;;original;1.0;False;;Cut Nya’ Dhien
Kesultanan Banjar;Hidayatullah I dari Banjar;;;;;Mustain Billah dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;1595-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4272717;wikidata;1.0;False;;Rahmatullah dari Banjar
Kesultanan Aceh;Ali Mughayat Syah dari Aceh;;;;;Alauddin al-Qahhar dari Aceh, Salahuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1530-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q868350;wikidata;1.0;False;;Ali Mughayat Syah dari Aceh
Kesultanan Banjar;Rahmatullah dari Banjar;;Suriansyah dari Banjar;;;Pangeran Damang, Raden Zakaria, Sultan Hidayatullah;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;;1570-01-01T00:00:00Z;Pangeran Anom, Putri Mayang Sari;;;http://www.wikidata.org/entity/Q6684550;llm_imputed;0.9;False;Wikipedia Scrape;Rahmatullah dari Banjar
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Majapahit;Kertabhumi;Rajasawardhana;Rajasawardhana;;;Bathara Katong, Bondan Kajawan, Raden Bondan Kedjawen, Raden Patah, Ratu Ratna Pembayun;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;wikidata;1.0;False;;Kertabhumi
Kesultanan Demak;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;;;Islam;Demak Sultanate;Mataram Sultanate;1568;;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Kerajaan Mataram;Dyah Gula;Rakai Warak;Rakai Warak;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q130548966;wikidata;1.0;False;;Dyah Gula
Kerajaan Mataram;Sri Isyana Tunggawijaya;Mpu Sindok;Mpu Sindok;Lokapala;Lokapala;Makutawangsawardhana;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12454585;wikidata;1.0;False;;Sri Isyana Tunggawijaya
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;Dyah Nertaja;Kusumawardhani;Kusumawardhani;Kertawijaya, Suhita;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Kesultanan Aceh;Sultan Ali Riayat Syah;Sultan Alauddin Riayat Syah;Sultan Alauddin Riayat Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1607-04-04T00:00:00Z;;;;http://www.wikidata.org/entity/Q17424988;wikidata;1.0;False;;Sultan Ali Riayat Syah
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Demak Sultanate;1568;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Pagaruyung Kingdom;1568;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Blambangan Kingdom;1568;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Malacca Sultanate;1568;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Sultanate of Gowa;1568;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Majapahit;Sunan Demak;Sunan Ampel;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Bruneian Sultanate;1568;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;wikidata;1.0;False;;Sunan Demak
Kesultanan Demak;Sunan Kudus;Sunan Ngudung;Sunan Ngudung;;;;;;;;;;;;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q5261519;wikidata;1.0;False;;Sunan Kudus
Kesultanan Aceh;Sri Alam dari Aceh;Alauddin al-Qahhar dari Aceh;Alauddin al-Qahhar dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q17318556;wikidata;1.0;False;;Sri Alam dari Aceh
Kerajaan Sunda;Pangeran Walangsungsang;Sri Baduga Maharaja;Sri Baduga Maharaja;;;;;;;;;;;1423-01-01T00:00:00Z;1529-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q131955027;wikidata;1.0;False;;Pangeran Walangsungsang
Kesultanan Aceh;Jamalul Alam dari Aceh;Badrul Alam dari Aceh;Badrul Alam dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1736-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18206715;wikidata;1.0;False;;Jamalul Alam dari Aceh
Kesultanan Aceh;Sultan Alauddin Johan Syah;Sultan Alauddin Ahmad Syah;Sultan Alauddin Ahmad Syah;;;Sultan Alauddin Mahmud Syah I;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1760-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204961;wikidata;1.0;False;;Sultan Alauddin Johan Syah
Kesultanan Aceh;Sultan Alauddin Mahmud Syah I;Sultan Alauddin Johan Syah;Sultan Alauddin Johan Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1781-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204965;wikidata;1.0;False;;Sultan Alauddin Mahmud Syah I
Kerajaan Sunda;Prabu Gilingwesi;Rakeyan Medang;Rakeyan Medang;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q134481514;wikidata;1.0;False;;Prabu Gilingwesi
Kerajaan Sunda;Rakeyan Medang;Hariang Banga;Hariang Banga;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q134481418;wikidata;1.0;False;;Rakeyan Medang
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;wikidata;1.0;False;;Kusumawardhani
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;wikidata;1.0;False;;Kusumawardhani
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;wikidata;1.0;False;;Kusumawardhani
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;wikidata;1.0;False;;Kusumawardhani
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;wikidata;1.0;False;;Kusumawardhani
Majapahit;Kusumawardhani;;;Wikramawardhana;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;wikidata;1.0;False;;Kusumawardhani
Kerajaan Sunda;Sri Baduga Maharaja;;;;;Pangeran Walangsungsang, Rara Santang;;;;;;;;;;;;;http://www.wikidata.org/entity/Q4201860;wikidata;1.0;False;;Sri Baduga Maharaja
Kesultanan Demak;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;;;;;;;;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Kerajaan Sunda;Rara Santang;Sri Baduga Maharaja;Sri Baduga Maharaja;Syarif Abdullah Umdatuddin;Syarif Abdullah Umdatuddin;Sunan Gunung Jati;;;;;;;;1426-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q136235790;wikidata;1.0;False;;Rara Santang
Kesultanan Banten;Tirtayasa dari Banten;Abu al-Ma'ali;Abu al-Ma'ali;;;Abu an-Nasr;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;1631-01-01T00:00:00Z;1692-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q2914017;wikidata;1.0;False;;Tirtayasa dari Banten
Kerajaan Mataram;Dharmawangsa Teguh;;Makuthawangsawardhana;;;Istri Airlangga, Istri Sri Jayabhupati;;;;;;;;1000-01-01T00:00:00Z;1007-01-01T00:00:00Z;Mahendradatta;;;http://www.wikidata.org/entity/Q3276813;llm_imputed;0.9;False;Wikipedia Scrape;Dharmawangsa Teguh
Kerajaan Mataram;Mpu Sindok;;;;;Sri Isyana Tunggawijaya;;;;;;;;;0947-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q47684;wikidata;1.0;False;;Mpu Sindok
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Majapahit;Raden Hamzah;Sunan Ampel;Sunan Ampel;;;Sunan Bayat;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1423-01-01T00:00:00Z;1478-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q133605804;wikidata;1.0;False;;Raden Hamzah
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;Kertabhumi;Kertabhumi;;;Ki Ageng Wanasaba, Ki Getas Pendawa, Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Kesultanan Aceh;Muda dari Aceh;Husain Ali Riayat Syah dari Aceh;Husain Ali Riayat Syah dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1579-01-01T00:00:00Z;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19661774;wikidata;1.0;False;;Muda dari Aceh
Kerajaan Mataram;Makutawangsawardhana;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12496257;wikidata;1.0;False;;Makutawangsawardhana
Kesultanan Aceh;Zaqiatuddin dari Aceh;;Naqiatuddin dari Aceh;;;Zaqiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1650-01-01T00:00:00Z;1678-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12500116;wikidata;1.0;False;;Zaqiatuddin dari Aceh
Kesultanan Aceh;Teuku Nanta Seutia;Datuk Makhudum Sati;Datuk Makhudum Sati;;;Cut Nyak Dhien, Teuku Rayut;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;;;;http://www.wikidata.org/entity/Q19744098;wikidata;1.0;False;;Teuku Nanta Seutia
Kerajaan Mataram;Lokapala;;;Sri Isyana Tunggawijaya;Sri Isyana Tunggawijaya;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q28152207;wikidata;1.0;False;;Lokapala
